enzyme,organism,reference,pubmed_id
4.2.1.20,Escherichia coli,5553,3087420
4.2.1.20,Serratia marcescens,5556,77857
4.2.1.20,Proteus mirabilis,5557,776977
4.2.1.20,Escherichia coli,5558,816654
4.2.1.20,Escherichia coli,5559,1107044
4.2.1.20,Escherichia coli,5562,-
4.2.1.20,Bacillus subtilis,5563,4633670
4.2.1.20,Bacillus subtilis,5564,-
4.2.1.20,Escherichia coli,5567,7900177
4.2.1.20,Escherichia coli,5570,6425053
4.2.1.20,Agrobacterium tumefaciens,5571,9275281
4.2.1.20,Escherichia coli,5574,8621491
4.2.1.20,Escherichia coli,5575,7629069
4.2.1.20,Escherichia coli,5577,7499309
4.2.1.20,Escherichia coli,5578,8530393
4.2.1.20,Escherichia coli,5579,1309752
4.2.1.20,Escherichia coli,5581,1939081
4.2.1.20,Escherichia coli,5582,1692481
4.2.1.20,Trichormus variabilis,5583,4993405
4.2.1.20,Escherichia coli,649237,14684907
4.2.1.20,Escherichia coli,649580,11716512
4.2.1.20,Escherichia coli,649608,12480516
4.2.1.20,Escherichia coli,649852,10433729
4.2.1.20,Escherichia coli,649871,10529212
4.2.1.20,Escherichia coli,650441,11209753
4.2.1.20,Thermococcus kodakarensis,651083,11029579
4.2.1.20,Pyrococcus furiosus,652098,11118452
4.2.1.20,Thermotoga maritima,652353,11756459
4.2.1.20,Escherichia coli,652475,12939261
4.2.1.20,Pyrococcus furiosus,652506,12643278
4.2.1.20,Escherichia coli,653803,12493842
4.2.1.20,Escherichia coli,658339,18548715
4.2.1.20,Escherichia coli,663845,15451433
4.2.1.20,Pyrococcus furiosus,664057,16114878
4.2.1.20,Escherichia coli,664063,15667212
4.2.1.20,Pyrococcus furiosus,664824,15206928
4.2.1.20,Escherichia coli,666043,15784252
4.2.1.20,Escherichia coli,666051,16023136
4.2.1.20,Escherichia coli,666357,15879705
4.2.1.20,Saccharolobus solfataricus,678168,17115706
4.2.1.20,Mycobacterium tuberculosis,679080,16679524
4.2.1.20,Salmonella enterica,679191,-
4.2.1.20,Chlamydia trachomatis,680462,16740930
4.2.1.20,Chlamydia trachomatis,681986,16553875
4.2.1.20,Salmonella enterica,691756,17136248
4.2.1.20,Escherichia coli,693632,18234216
4.2.1.20,Pseudomonas aeruginosa,694034,18667553
4.2.1.20,Mycobacterium tuberculosis,701445,19430702
4.2.1.20,Escherichia coli,703681,20370823
4.2.1.20,Saccharolobus solfataricus,714182,21090805
4.2.1.20,Escherichia coli,714502,20884203
4.2.1.20,Salmonella enterica,715294,21142052
4.2.1.20,Synechocystis sp.,716584,8159786
4.2.1.20,Thermococcus kodakarensis,727489,24835339
4.2.1.20,Escherichia coli,729099,22310642
4.2.1.20,Escherichia coli,729422,23478091
4.2.1.20,Shewanella frigidimarina,729952,24163283
4.2.1.20,Pyrococcus furiosus,746747,27510733
4.2.1.20,Thermotoga maritima,747076,25184516
4.2.1.20,Thermococcus kodakarensis,747735,24835339
4.2.1.20,Escherichia coli,747774,27311646
4.2.1.20,Pyrococcus furiosus,748036,27355405
4.2.1.20,Escherichia coli,748340,-
4.2.1.20,Pyrococcus furiosus,749173,26553994
4.2.1.20,Escherichia coli,749240,25377949
4.2.1.22,Thermotoga maritima,666870,15326606
4.2.1.22,Pseudomonas syringae,680504,17660277
4.2.1.22,Pyrococcus furiosus,681468,18021800
4.2.1.22,Pyrococcus horikoshii,681468,18021800
4.2.1.22,Thermoplasma acidophilum,681468,18021800
4.2.1.22,Thermoplasma volcanium,681468,18021800
4.2.1.22,Escherichia coli,747002,29453981
4.2.1.22,Bacillus anthracis,747747,28921884
4.2.1.22,Lactiplantibacillus plantarum,749243,28127810
4.2.1.24,Cereibacter sphaeroides,210703,1088174
4.2.1.24,Rhodobacter capsulatus,210707,4542319
4.2.1.24,Rhodobacter capsulatus,210708,-
4.2.1.24,Cereibacter sphaeroides,210708,-
4.2.1.24,Cereibacter sphaeroides,210711,5130998
4.2.1.24,Cereibacter sphaeroides,210712,5316770
4.2.1.24,Methanosarcina barkeri,210715,-
4.2.1.24,Pseudomonas aeruginosa,210717,9529530
4.2.1.24,Cereibacter sphaeroides,210719,-
4.2.1.24,Escherichia coli,210721,10194344
4.2.1.24,Escherichia coli,210722,8439296
4.2.1.24,Escherichia coli,210728,7819203
4.2.1.24,Bradyrhizobium japonicum,210730,8621501
4.2.1.24,Pseudomonas aeruginosa,210731,10529244
4.2.1.24,Actinobacillus sp.,210733,10666591
4.2.1.24,Synechocystis sp.,210733,10666591
4.2.1.24,Aquifex sp.,210733,10666591
4.2.1.24,Bordetella sp.,210733,10666591
4.2.1.24,Bradyrhizobium sp.,210733,10666591
4.2.1.24,Campylobacter sp.,210733,10666591
4.2.1.24,Caulobacter sp.,210733,10666591
4.2.1.24,Streptomyces sp.,210733,10666591
4.2.1.24,Chlamydia sp.,210733,10666591
4.2.1.24,Clostridium sp.,210733,10666591
4.2.1.24,Deinococcus sp.,210733,10666591
4.2.1.24,Escherichia coli,210733,10666591
4.2.1.24,Helicobacter sp.,210733,10666591
4.2.1.24,Methanobacterium sp.,210733,10666591
4.2.1.24,Methanococcus sp.,210733,10666591
4.2.1.24,Mycobacterium sp.,210733,10666591
4.2.1.24,Neisseria sp.,210733,10666591
4.2.1.24,Propionibacterium sp.,210733,10666591
4.2.1.24,Rhodobacter sp.,210733,10666591
4.2.1.24,Salmonella sp.,210733,10666591
4.2.1.24,Shewanella sp.,210733,10666591
4.2.1.24,Vibrio sp.,210733,10666591
4.2.1.24,Yersinia sp.,210733,10666591
4.2.1.24,Escherichia coli,210734,8424649
4.2.1.24,Escherichia coli,649816,12196142
4.2.1.24,Escherichia coli,652256,11909869
4.2.1.24,Pseudomonas aeruginosa,652890,12079382
4.2.1.24,Bacillus subtilis,653399,12926268
4.2.1.24,Prosthecochloris vibrioformis,663503,16304458
4.2.1.24,Pseudomonas aeruginosa,664001,10529243
4.2.1.24,Rhodobacter capsulatus,664453,15555082
4.2.1.24,Prosthecochloris vibrioformis,666028,15327955
4.2.1.24,Pseudomonas aeruginosa,678204,16819823
4.2.1.24,Pseudomonas aeruginosa,679158,17311232
4.2.1.24,Escherichia coli,691351,19095441
4.2.1.24,Streptomyces yokosukanensis,694843,18924404
4.2.1.24,Pseudomonas aeruginosa,701747,19822707
4.2.1.24,Agrobacterium tumefaciens,701765,18800199
4.2.1.24,Haloarcula argentinensis,727376,19757112
4.2.1.24,Pyrobaculum calidifontis,746631,28045381
4.2.1.24,Escherichia coli,746631,28045381
4.2.1.24,Escherichia coli,749311,25716896
4.2.1.25,Bradyrhizobium japonicum,5059,4407017
4.2.1.25,Azospirillum brasilense,5062,6798025
4.2.1.25,Pseudomonas fluorescens,5607,-
4.2.1.25,Rhizobium leguminosarum,33852,-
4.2.1.25,Rhizobium sp.,33852,-
4.2.1.25,Azospirillum brasilense,674689,16950779
4.2.1.27,Pseudomonas sp.,644460,13654296
4.2.1.28,Klebsiella pneumoniae,5611,-
4.2.1.28,Klebsiella pneumoniae,5612,4635826
4.2.1.28,Klebsiella pneumoniae,5613,4711155
4.2.1.28,Flavobacterium sp.,5614,-
4.2.1.28,Klebsiella pneumoniae,5614,-
4.2.1.28,Klebsiella pneumoniae,5615,1120084
4.2.1.28,Klebsiella pneumoniae,5616,1267798
4.2.1.28,Klebsiella pneumoniae,5617,321014
4.2.1.28,Klebsiella pneumoniae,5618,375836
4.2.1.28,Klebsiella pneumoniae,5619,380560
4.2.1.28,Klebsiella pneumoniae,5620,9151970
4.2.1.28,Klebsiella pneumoniae,5621,6996617
4.2.1.28,Klebsiella pneumoniae,5622,7025894
4.2.1.28,Citrobacter freundii,5623,-
4.2.1.28,Klebsiella pneumoniae,5623,-
4.2.1.28,Propionibacterium freudenreichii,5623,-
4.2.1.28,Klebsiella pneumoniae,5624,7035429
4.2.1.28,Klebsiella pneumoniae,5625,6756401
4.2.1.28,Levilactobacillus brevis,5626,-
4.2.1.28,Lentilactobacillus buchneri,5626,-
4.2.1.28,Propionibacterium freudenreichii,5627,-
4.2.1.28,Terrisporobacter glycolicus,5628,2936306
4.2.1.28,Klebsiella pneumoniae,5629,2955587
4.2.1.28,Klebsiella pneumoniae,5630,10089331
4.2.1.28,Klebsiella pneumoniae,5631,9920879
4.2.1.28,Klebsiella pneumoniae,5632,9722671
4.2.1.28,Acetobacterium sp.,5633,1368155
4.2.1.28,Klebsiella pneumoniae,5634,8431432
4.2.1.28,Klebsiella pneumoniae,5635,9344474
4.2.1.28,Terrisporobacter glycolicus,5636,-
4.2.1.28,Klebsiella oxytoca,649505,10985746
4.2.1.28,Klebsiella pneumoniae,649505,10985746
4.2.1.28,Klebsiella oxytoca,649870,10529189
4.2.1.28,Klebsiella oxytoca,650799,10949584
4.2.1.28,Klebsiella pneumoniae,650799,10949584
4.2.1.28,Secundilactobacillus collinoides,651140,12423373
4.2.1.28,Klebsiella oxytoca,651798,12473196
4.2.1.28,Klebsiella oxytoca,652403,12684496
4.2.1.28,Klebsiella oxytoca,653948,10903944
4.2.1.28,Klebsiella oxytoca,661707,16156797
4.2.1.28,Klebsiella oxytoca,664378,15784971
4.2.1.28,Klebsiella oxytoca,673603,17916188
4.2.1.28,Klebsiella pneumoniae,673603,17916188
4.2.1.28,Klebsiella oxytoca,675575,17615996
4.2.1.28,Klebsiella pneumoniae,675575,17615996
4.2.1.28,Klebsiella oxytoca,675716,16571729
4.2.1.28,Salmonella enterica,695923,19018517
4.2.1.28,Klebsiella oxytoca,695923,19018517
4.2.1.28,Klebsiella pneumoniae,695923,19018517
4.2.1.28,Klebsiella oxytoca,696252,18260646
4.2.1.28,Klebsiella oxytoca,697886,19016846
4.2.1.28,Limosilactobacillus reuteri,698588,18469107
4.2.1.28,Klebsiella oxytoca,698651,18586770
4.2.1.28,Klebsiella oxytoca,714211,20712378
4.2.1.28,Klebsiella oxytoca,715171,21388166
4.2.1.28,Salmonella enterica,715388,21821773
4.2.1.28,Lentilactobacillus diolivorans,729472,24078133
4.2.1.28,Klebsiella oxytoca,747115,26704729
4.2.1.28,Roseburia inulinivorans,747141,29526088
4.2.1.3,Bacillus subtilis,33784,-
4.2.1.3,Escherichia coli,33785,9202458
4.2.1.3,Bacillus subtilis,33787,3110133
4.2.1.3,Bacillus cereus,33791,7257
4.2.1.3,Bacillus cereus,33792,820347
4.2.1.3,Bacillus cereus,33793,812498
4.2.1.3,Escherichia coli,33804,-
4.2.1.3,Corynebacterium glutamicum,33806,-
4.2.1.3,Streptomyces aureus,33806,-
4.2.1.3,Xanthomonas campestris,33806,-
4.2.1.3,Escherichia coli,33812,7588761
4.2.1.3,Escherichia coli,33814,1838390
4.2.1.3,Pseudomonas aeruginosa,33816,9973331
4.2.1.3,Escherichia coli,488175,12473114
4.2.1.3,Streptomyces viridochromogenes,649512,12420172
4.2.1.3,Escherichia coli,649675,-
4.2.1.3,Saccharolobus solfataricus,649819,12196164
4.2.1.3,Sulfolobus acidocaldarius,651095,11248696
4.2.1.3,Escherichia coli,653327,11992126
4.2.1.3,Bacillus subtilis,653617,10468622
4.2.1.3,Bacteroides fragilis,653686,11880608
4.2.1.3,Pseudomonas aeruginosa,663920,-
4.2.1.3,Escherichia coli,666394,15882410
4.2.1.3,Azotobacter vinelandii,678291,17506526
4.2.1.3,Bacillus subtilis,680465,16923907
4.2.1.3,Mycobacterium tuberculosis,680491,17384188
4.2.1.3,Advenella mimigardefordensis,690535,18456849
4.2.1.3,Escherichia coli,696029,19116142
4.2.1.3,Corynebacterium glutamicum,715699,20647021
4.2.1.3,Bacillus subtilis,716152,21446632
4.2.1.3,Streptomyces viridochromogenes,729645,23116164
4.2.1.3,Bacillus subtilis,729925,23354745
4.2.1.3,Helicobacter pylori,729936,24056106
4.2.1.3,Xanthomonas euvesicatoria,730692,22493725
4.2.1.3,Helicobacter pylori,748100,26170414
4.2.1.3,Achromobacter denitrificans,748190,25477516
4.2.1.3,Streptomyces viridochromogenes,749146,24498397
4.2.1.30,Klebsiella pneumoniae,5611,-
4.2.1.30,Lactobacillus sp.,5611,-
4.2.1.30,Citrobacter freundii,5620,9151970
4.2.1.30,Klebsiella pneumoniae,5624,7035429
4.2.1.30,Klebsiella pneumoniae,33818,14039344
4.2.1.30,Lactobacillus sp.,33818,14039344
4.2.1.30,Klebsiella pneumoniae,33819,4989992
4.2.1.30,Klebsiella pneumoniae,33820,4998829
4.2.1.30,Klebsiella pneumoniae,33821,-
4.2.1.30,Klebsiella pneumoniae,33823,4407304
4.2.1.30,Lactobacillus leichmannii,33823,4407304
4.2.1.30,Klebsiella pneumoniae,33824,237191
4.2.1.30,Klebsiella pneumoniae,33825,889845
4.2.1.30,Citrobacter freundii,33826,407082
4.2.1.30,Klebsiella pneumoniae,33826,407082
4.2.1.30,Lactobacillus sp.,33826,407082
4.2.1.30,Klebsiella pneumoniae,33827,889846
4.2.1.30,Citrobacter freundii,33828,383154
4.2.1.30,Klebsiella pneumoniae,33828,383154
4.2.1.30,Citrobacter freundii,33829,6988416
4.2.1.30,Klebsiella pneumoniae,33829,6988416
4.2.1.30,Lactobacillus sp.,33829,6988416
4.2.1.30,Klebsiella pneumoniae,33830,6997273
4.2.1.30,Lactobacillus sp.,33832,16346353
4.2.1.30,Klebsiella pneumoniae,33833,16348166
4.2.1.30,Levilactobacillus brevis,33833,16348166
4.2.1.30,Lentilactobacillus buchneri,33833,16348166
4.2.1.30,Limosilactobacillus reuteri,33833,16348166
4.2.1.30,Klebsiella pneumoniae,33834,8798396
4.2.1.30,Citrobacter freundii,33835,8824629
4.2.1.30,Klebsiella pneumoniae,33835,8824629
4.2.1.30,Limosilactobacillus reuteri,33835,8824629
4.2.1.30,Citrobacter freundii,33837,9675846
4.2.1.30,Clostridium pasteurianum,33837,9675846
4.2.1.30,Citrobacter freundii,33838,9990728
4.2.1.30,Clostridium butyricum,33838,9990728
4.2.1.30,Clostridium pasteurianum,33838,9990728
4.2.1.30,Pantoea agglomerans,33838,9990728
4.2.1.30,Klebsiella pneumoniae,33838,9990728
4.2.1.30,Levilactobacillus brevis,33838,9990728
4.2.1.30,Lentilactobacillus buchneri,33838,9990728
4.2.1.30,Limosilactobacillus reuteri,33838,9990728
4.2.1.30,Lactobacillus sp.,33838,9990728
4.2.1.30,Klebsiella oxytoca,649505,10985746
4.2.1.30,Klebsiella pneumoniae,649505,10985746
4.2.1.30,Clostridium butyricum,650250,15096031
4.2.1.30,Klebsiella oxytoca,650799,10949584
4.2.1.30,Klebsiella pneumoniae,650799,10949584
4.2.1.30,Citrobacter freundii,651097,11298756
4.2.1.30,Klebsiella pneumoniae,651133,12230560
4.2.1.30,Klebsiella pneumoniae,651436,-
4.2.1.30,Klebsiella pneumoniae,651642,10383983
4.2.1.30,Klebsiella pneumoniae,652178,11470792
4.2.1.30,Klebsiella pneumoniae,652696,12538056
4.2.1.30,Klebsiella pneumoniae,653907,12517345
4.2.1.30,Klebsiella pneumoniae,664422,16314966
4.2.1.30,Shimwellia blattae,666104,16088217
4.2.1.30,Klebsiella pneumoniae,666916,15222628
4.2.1.30,Klebsiella pneumoniae,672728,17373646
4.2.1.30,Klebsiella oxytoca,673603,17916188
4.2.1.30,Klebsiella pneumoniae,673603,17916188
4.2.1.30,Clostridium butyricum,675371,16414072
4.2.1.30,Klebsiella pneumoniae,675575,17615996
4.2.1.30,Escherichia coli,675901,17914171
4.2.1.30,Clostridium butyricum,695764,19139229
4.2.1.30,Clostridium butyricum,701830,19933347
4.2.1.30,Klebsiella pneumoniae,702830,19152074
4.2.1.30,Citrobacter freundii,703216,19326378
4.2.1.30,Klebsiella pneumoniae,704770,19555728
4.2.1.30,Klebsiella pneumoniae,706914,-
4.2.1.30,Clostridium butyricum,714252,21182298
4.2.1.30,Citrobacter freundii,725951,22821086
4.2.1.30,Klebsiella pneumoniae,729463,22042303
4.2.1.30,Clostridium butyricum,730251,21888321
4.2.1.30,Klebsiella pneumoniae,746790,26547853
4.2.1.30,Klebsiella pneumoniae,747370,28881100
4.2.1.31,Pseudomonas oleovorans,5645,-
4.2.1.31,Acinetobacter sp.,5646,1444397
4.2.1.31,Actinoplanes sp.,5646,1444397
4.2.1.31,Brevibacterium sp.,5646,1444397
4.2.1.31,Corynebacterium sp.,5646,1444397
4.2.1.31,Klebsiella sp.,5646,1444397
4.2.1.31,Micrococcus sp.,5646,1444397
4.2.1.31,Mycobacterium sp.,5646,1444397
4.2.1.31,Nocardia sp.,5646,1444397
4.2.1.31,Proteus sp.,5646,1444397
4.2.1.31,Pseudomonas oleovorans,5646,1444397
4.2.1.31,Pseudomonas sp.,5646,1444397
4.2.1.31,Streptomyces sp.,5646,1444397
4.2.1.31,Xanthobacter sp.,5646,1444397
4.2.1.31,Pseudomonas oleovorans,5647,16349034
4.2.1.31,Arthrobacter sp.,5648,-
4.2.1.31,Arthrobacter sp.,5649,-
4.2.1.31,Pseudomonas oleovorans,5650,-
4.2.1.31,Pseudomonas alcaligenes,746830,26070679
4.2.1.32,Pseudomonas putida,5651,-
4.2.1.32,Pseudomonas putida,5652,-
4.2.1.32,Pseudomonas putida,5653,14342293
4.2.1.32,Pseudomonas putida,5654,-
4.2.1.32,Bacteroides sp.,5655,-
4.2.1.32,Ilyobacter tartaricus,5655,-
4.2.1.32,Trichococcus pasteurii,5655,-
4.2.1.32,Escherichia coli,5656,8371115
4.2.1.32,Pseudomonas sp.,5657,6066299
4.2.1.32,Escherichia coli,677853,17643228
4.2.1.32,Escherichia coli,705573,19661178
4.2.1.33,Salmonella sp.,5658,-
4.2.1.33,Corynebacterium glutamicum,677727,16944136
4.2.1.33,Mycobacterium tuberculosis,701510,19194004
4.2.1.33,Mycobacterium tuberculosis,716886,20938981
4.2.1.33,Pyrococcus horikoshii,722946,15522288
4.2.1.33,Methanocaldococcus jannaschii,726596,24699638
4.2.1.33,Methanocaldococcus jannaschii,729127,22326391
4.2.1.34,Clostridium tetanomorphum,5665,5903732
4.2.1.34,Clostridium tetanomorphum,5666,5769987
4.2.1.34,Clostridium tetanomorphum,5668,-
4.2.1.34,Clostridium tetanomorphum,5669,5769988
4.2.1.34,Citrobacter amalonaticus,5670,9385136
4.2.1.34,Citrobacter freundii,5670,9385136
4.2.1.34,Clostridium sp.,5670,9385136
4.2.1.34,Morganella morganii,5670,9385136
4.2.1.34,Rhodospirillum rubrum,705588,19334594
4.2.1.34,Paraburkholderia xenovorans,746828,26070669
4.2.1.34,Escherichia coli,749072,26658641
4.2.1.35,Pseudomonas putida,2493,-
4.2.1.35,Pseudomonas sp.,5671,4296839
4.2.1.35,Pseudomonas putida,5672,6989805
4.2.1.35,Pseudomonas putida,5673,-
4.2.1.36,Methanocaldococcus jannaschii,5679,9541534
4.2.1.36,Pyrococcus horikoshii,664979,15063502
4.2.1.36,Thermus thermophilus,678030,16524361
4.2.1.36,Methanocaldococcus jannaschii,680494,17449626
4.2.1.36,Methanocaldococcus jannaschii,702368,20170198
4.2.1.36,Methanocaldococcus jannaschii,726596,24699638
4.2.1.39,Clostridium pasteurianum,5684,4772682
4.2.1.39,Agrobacterium tumefaciens,5685,1134357
4.2.1.39,Alcaligenes sp.,5685,1134357
4.2.1.39,Cereibacter sphaeroides,5685,1134357
4.2.1.39,Clostridium pasteurianum,5685,1134357
4.2.1.39,Clostridium sp.,5685,1134357
4.2.1.39,Clostridium pasteurianum,5686,7154958
4.2.1.39,Clostridium pasteurianum,5687,4369994
4.2.1.39,Clostridium aceticum,5688,5383859
4.2.1.39,Clostridium beijerinckii,5689,5113600
4.2.1.39,Clostridium butyricum,5689,5113600
4.2.1.39,Clostridium pasteurianum,5689,5113600
4.2.1.39,Clostridium tetanomorphum,5689,5113600
4.2.1.39,Thermoplasma acidophilum,5691,-
4.2.1.39,Methylobacterium mesophilicum,5692,-
4.2.1.39,Escherichia coli,5694,5337844
4.2.1.39,Saccharolobus solfataricus,663955,15509194
4.2.1.39,Achromobacter xylosoxidans,691429,-
4.2.1.39,Saccharolobus solfataricus,694973,18657619
4.2.1.39,Saccharolobus solfataricus,715548,20736170
4.2.1.39,Thermoproteus tenax,728022,25034432
4.2.1.39,Haloferax volcanii,748105,27297879
4.2.1.39,Thermoproteus tenax,748263,25034432
4.2.1.40,Escherichia coli,5081,3893213
4.2.1.40,Pseudomonas sp.,5082,2187374
4.2.1.40,Bacillus subtilis,5083,9772162
4.2.1.40,Escherichia coli,5083,9772162
4.2.1.40,Pseudomonas putida,5083,9772162
4.2.1.40,Pseudomonas sp.,33839,5043319
4.2.1.40,Bacillus subtilis,33840,-
4.2.1.40,Citrobacter freundii,33840,-
4.2.1.40,Escherichia coli,33840,-
4.2.1.40,Klebsiella aerogenes,33840,-
4.2.1.40,Klebsiella pneumoniae,33840,-
4.2.1.40,Pectobacterium carotovorum,33840,-
4.2.1.40,Priestia megaterium,33840,-
4.2.1.40,Klebsiella aerogenes,33842,4311826
4.2.1.40,Delftia acidovorans,33842,4311826
4.2.1.40,Pseudomonas putida,33843,-
4.2.1.40,Pseudomonas putida,33844,-
4.2.1.40,Pseudomonas putida,33846,9772160
4.2.1.40,Pseudomonas putida,33847,9772161
4.2.1.40,Escherichia coli,649977,10769114
4.2.1.40,Escherichia coli,650015,11513584
4.2.1.40,Pseudomonas putida,729239,23901785
4.2.1.41,Delftia acidovorans,5698,237186
4.2.1.41,Pseudomonas sp.,5698,237186
4.2.1.41,Delftia acidovorans,5699,1156361
4.2.1.41,Delftia acidovorans,5700,4982840
4.2.1.41,Acinetobacter baylyi,744593,27855668
4.2.1.41,Comamonas testosteroni,744593,27855668
4.2.1.41,Polaromonas naphthalenivorans,744593,27855668
4.2.1.41,Agrobacterium tumefaciens,746645,24419616
4.2.1.42,Escherichia coli,5083,9772162
4.2.1.42,Escherichia coli,5701,-
4.2.1.42,Oceanobacillus iheyensis,702265,19883118
4.2.1.42,Agrobacterium tumefaciens,729259,24926996
4.2.1.43,Rhizobium leguminosarum,33852,-
4.2.1.43,Rhizobium sp.,33852,-
4.2.1.43,Herbaspirillum seropedicae,33853,2768202
4.2.1.43,Azospirillum brasilense,674689,16950779
4.2.1.44,Klebsiella aerogenes,5706,5905122
4.2.1.45,Yersinia pseudotuberculosis,33858,4288651
4.2.1.45,Yersinia pseudotuberculosis,33859,8664262
4.2.1.45,Azotobacter vinelandii,33860,9367902
4.2.1.45,Yersinia pseudotuberculosis,33861,-
4.2.1.45,Yersinia pseudotuberculosis,33862,-
4.2.1.45,Yersinia pseudotuberculosis,33863,-
4.2.1.45,Yersinia pseudotuberculosis,33864,-
4.2.1.45,Yersinia pseudotuberculosis,437994,4343157
4.2.1.45,Yersinia pseudotuberculosis,649191,11807280
4.2.1.45,Yersinia pseudotuberculosis,650244,15023057
4.2.1.46,Saccharopolyspora erythraea,5712,3170573
4.2.1.46,Streptomyces rimosus,5713,4346066
4.2.1.46,Escherichia coli,5714,-
4.2.1.46,Escherichia coli,5715,4320607
4.2.1.46,Escherichia coli,5716,4315353
4.2.1.46,Escherichia coli,5717,4312478
4.2.1.46,Escherichia coli,5718,4309149
4.2.1.46,Escherichia coli,5719,4307450
4.2.1.46,Escherichia coli,5720,4869560
4.2.1.46,Escherichia coli,5721,14284740
4.2.1.46,Saccharopolyspora erythraea,5723,7883182
4.2.1.46,Escherichia coli,5724,9011374
4.2.1.46,Streptomyces peucetius,5726,1588310
4.2.1.46,Salmonella enterica,649133,10666612
4.2.1.46,Escherichia coli,650028,11601973
4.2.1.46,Escherichia coli,650072,11380254
4.2.1.46,Escherichia coli,650089,11478886
4.2.1.46,Escherichia coli,650136,11851427
4.2.1.46,Streptomyces venezuelae,652536,14570895
4.2.1.46,Streptomyces antibioticus,652770,-
4.2.1.46,Streptomyces antibioticus,652771,-
4.2.1.46,Salmonella enterica,652851,11243820
4.2.1.46,Streptoalloteichus tenebrarius,664694,15297914
4.2.1.46,Streptomyces peucetius,701859,19777229
4.2.1.46,Micromonospora sp.,729054,21336933
4.2.1.46,Nocardia sp.,729054,21336933
4.2.1.46,Pseudomonas sp.,729054,21336933
4.2.1.46,Rhodococcus sp.,729054,21336933
4.2.1.46,Streptomyces sp.,729054,21336933
4.2.1.46,Streptosporangium sp.,729054,21336933
4.2.1.46,Streptomyces sp.,730235,24164206
4.2.1.46,Mycobacterium tuberculosis,746731,26778528
4.2.1.47,Escherichia coli,5730,14299611
4.2.1.47,Escherichia coli,5732,9525924
4.2.1.47,Escherichia coli,5733,9257704
4.2.1.47,Klebsiella pneumoniae,5733,9257704
4.2.1.47,Klebsiella pneumoniae,5735,7679567
4.2.1.47,Escherichia coli,5737,9893952
4.2.1.47,Klebsiella pneumoniae,5737,9893952
4.2.1.47,Aggregatibacter actinomycetemcomitans,651142,12444986
4.2.1.47,Pseudomonas aeruginosa,653812,14739333
4.2.1.47,Escherichia coli,653945,10673432
4.2.1.47,Pseudomonas aeruginosa,665894,7680707
4.2.1.47,Pseudomonas aeruginosa,665895,8386219
4.2.1.47,Escherichia coli,677753,17111133
4.2.1.47,Pseudomonas aeruginosa,703645,19459932
4.2.1.47,Bacteroides thetaiotaomicron,715079,-
4.2.1.47,Escherichia coli,729410,23404100
4.2.1.49,Bacillus subtilis,5743,4990470
4.2.1.49,Klebsiella aerogenes,5743,4990470
4.2.1.49,Pseudomonas putida,5744,5412708
4.2.1.49,Pseudomonas putida,5745,5127386
4.2.1.49,Klebsiella aerogenes,5746,-
4.2.1.49,Bacillus subtilis,5746,-
4.2.1.49,Pseudomonas putida,5747,-
4.2.1.49,Pseudomonas putida,5749,4404600
4.2.1.49,Pseudomonas putida,5750,4145818
4.2.1.49,Pseudomonas putida,5751,4150614
4.2.1.49,Pseudomonas putida,5752,235308
4.2.1.49,Pseudomonas putida,5753,9081
4.2.1.49,Pseudomonas putida,5754,18470
4.2.1.49,Pseudomonas fluorescens,5755,16593
4.2.1.49,Pseudomonas putida,5756,29899
4.2.1.49,Pseudomonas putida,5757,27186
4.2.1.49,Bacillus subtilis,5758,25660
4.2.1.49,Comamonas testosteroni,5758,25660
4.2.1.49,Klebsiella aerogenes,5758,25660
4.2.1.49,Pseudomonas putida,5759,33176
4.2.1.49,Pseudomonas putida,5760,6104946
4.2.1.49,Pseudomonas putida,5761,6116598
4.2.1.49,Pseudomonas putida,5762,6124532
4.2.1.49,Pseudomonas putida,5763,6131645
4.2.1.49,Pseudomonas putida,5764,-
4.2.1.49,Pseudomonas putida,5765,4016124
4.2.1.49,Pseudomonas putida,5766,2858467
4.2.1.49,Pseudomonas putida,5767,2864338
4.2.1.49,Pseudomonas putida,5768,2885981
4.2.1.49,Pseudomonas putida,5770,2570140
4.2.1.49,Pseudomonas putida,5771,2577699
4.2.1.49,Pseudomonas putida,5772,1976515
4.2.1.49,Pseudomonas putida,5773,2574107
4.2.1.49,Pseudomonas putida,5775,7901006
4.2.1.49,Bacillus subtilis,5776,7944380
4.2.1.49,Clostridium tetanomorphum,5776,7944380
4.2.1.49,Klebsiella aerogenes,5776,7944380
4.2.1.49,Pseudomonas putida,5776,7944380
4.2.1.49,Pseudomonas putida,5777,-
4.2.1.49,Pseudomonas putida,666027,15313616
4.2.1.49,Acinetobacter baumannii,716047,21612302
4.2.1.49,Pseudomonas syringae,730335,22933560
4.2.1.51,Cupriavidus necator,3542,1262315
4.2.1.51,Escherichia coli,3543,795664
4.2.1.51,Escherichia coli,3558,-
4.2.1.51,Acinetobacter calcoaceticus,3566,3046943
4.2.1.51,Escherichia coli,3570,9497350
4.2.1.51,Escherichia coli,3574,3037264
4.2.1.51,Corynebacterium glutamicum,3575,1780276
4.2.1.51,Haloarcula vallismortis,33870,11540103
4.2.1.51,Bacillus subtilis,33872,3110557
4.2.1.51,Corynebacterium glutamicum,33874,3525519
4.2.1.51,Corynebacterium glutamicum,33875,-
